id,joules,dataset,algorithm,features,exp
45,0.584289,anon,knn,20f,anon_knn_20f_a
46,1.596797,anon,knn,10f,anon_knn_10f_a
47,1.535152,anon,knn,10f,anon_knn_10f_a
48,1.658137,anon,knn,10f,anon_knn_10f_a
49,1.631343,anon,knn,15f,anon_knn_15f_a
50,1.574887,anon,knn,15f,anon_knn_15f_a
51,1.555111,anon,knn,15f,anon_knn_15f_a
52,2.18017,anon,knn,20f,anon_knn_20f_a
53,2.206538,anon,knn,20f,anon_knn_20f_a
54,2.275507,anon,knn,20f,anon_knn_20f_a
55,12.497099,orig,knn,10f,orig_knn_10f_a
56,12.621001,orig,knn,10f,orig_knn_10f_a
57,13.003567,orig,knn,10f,orig_knn_10f_a
58,13.804102,orig,knn,15f,orig_knn_15f_a
59,13.494655,orig,knn,15f,orig_knn_15f_a
60,13.499294,orig,knn,15f,orig_knn_15f_a
61,27.093619,orig,knn,20f,orig_knn_20f_a
62,26.843743,orig,knn,20f,orig_knn_20f_a
63,27.132377,orig,knn,20f,orig_knn_20f_a
64,1.24487,orig,knn,10f,orig_knn_10f_a
65,1.312801,orig,knn,10f,orig_knn_10f_a
66,1.3139,orig,knn,10f,orig_knn_10f_a
67,1.665767,orig,knn,15f,orig_knn_15f_a
68,1.621395,orig,knn,15f,orig_knn_15f_a
69,1.533077,orig,knn,15f,orig_knn_15f_a
70,1.497066,orig,knn,20f,orig_knn_20f_a
71,1.48541,orig,knn,20f,orig_knn_20f_a
72,1.401486,orig,knn,20f,orig_knn_20f_a
73,2.700554,orig,knn,10f,orig_knn_10f_a
74,2.761407,orig,knn,10f,orig_knn_10f_a
75,2.603448,orig,knn,10f,orig_knn_10f_a
76,10.847385,orig,knn,15f,orig_knn_15f_a
77,10.18015,orig,knn,15f,orig_knn_15f_a
78,10.303563,orig,knn,15f,orig_knn_15f_a
79,17.219622,orig,knn,20f,orig_knn_20f_a
80,17.336503,orig,knn,20f,orig_knn_20f_a
81,16.005146,orig,knn,20f,orig_knn_20f_a
82,29.228197,orig,knn,10f,orig_knn_10f_a
83,29.27733,orig,knn,10f,orig_knn_10f_a
84,27.906972,orig,knn,10f,orig_knn_10f_a
85,22.620791,orig,knn,15f,orig_knn_15f_a
86,22.083073,orig,knn,15f,orig_knn_15f_a
87,22.434574,orig,knn,15f,orig_knn_15f_a
88,21.244391,orig,knn,20f,orig_knn_20f_a
89,21.291938,orig,knn,20f,orig_knn_20f_a
90,21.567084,orig,knn,20f,orig_knn_20f_a
91,1.144101,orig,knn,10f,orig_knn_10f_a
92,1.129879,orig,knn,10f,orig_knn_10f_a
93,1.111142,orig,knn,10f,orig_knn_10f_a
94,1.308651,orig,knn,15f,orig_knn_15f_a
95,1.249448,orig,knn,15f,orig_knn_15f_a
96,1.263669,orig,knn,15f,orig_knn_15f_a
97,1.717647,orig,knn,20f,orig_knn_20f_a
98,1.620357,orig,knn,20f,orig_knn_20f_a
99,1.610469,orig,knn,20f,orig_knn_20f_a
100,5.697495,orig,knn,10f,orig_knn_10f_a
101,5.708847,orig,knn,10f,orig_knn_10f_a
102,5.98912,orig,knn,10f,orig_knn_10f_a
103,9.519994,orig,knn,15f,orig_knn_15f_a
104,8.8256,orig,knn,15f,orig_knn_15f_a
105,9.029884,orig,knn,15f,orig_knn_15f_a
106,13.634303,orig,knn,20f,orig_knn_20f_a
107,12.868253,orig,knn,20f,orig_knn_20f_a
108,12.944608,orig,knn,20f,orig_knn_20f_a
109,1.030027,anon,knn,10f,anon_knn_10f_d
110,1.005063,anon,knn,10f,anon_knn_10f_d
111,1.02783,anon,knn,10f,anon_knn_10f_d
112,1.6827949999999998,anon,knn,15f,anon_knn_15f_d
113,1.5938679999999998,anon,knn,15f,anon_knn_15f_d
114,1.585872,anon,knn,15f,anon_knn_15f_d
115,1.984186,anon,knn,20f,anon_knn_20f_d
116,2.191278,anon,knn,20f,anon_knn_20f_d
117,2.049738,anon,knn,20f,anon_knn_20f_d
118,0.14154,anon,knn,10f,anon_knn_10f_d
119,0.144164,anon,knn,10f,anon_knn_10f_d
120,0.160156,anon,knn,10f,anon_knn_10f_d
121,0.243774,anon,knn,15f,anon_knn_15f_d
122,0.176147,anon,knn,15f,anon_knn_15f_d
123,0.1487419999999999,anon,knn,15f,anon_knn_15f_d
124,0.2701409999999999,anon,knn,20f,anon_knn_20f_d
125,0.1986079999999999,anon,knn,20f,anon_knn_20f_d
126,0.2351069999999999,anon,knn,20f,anon_knn_20f_d
127,0.5109239999999999,anon,knn,10f,anon_knn_10f_d
128,0.518249,anon,knn,10f,anon_knn_10f_d
129,0.565306,anon,knn,10f,anon_knn_10f_d
130,0.822813,anon,knn,15f,anon_knn_15f_d
131,0.7652559999999999,anon,knn,15f,anon_knn_15f_d
132,0.7650739999999999,anon,knn,15f,anon_knn_15f_d
133,0.87286,anon,knn,20f,anon_knn_20f_d
134,0.912351,anon,knn,20f,anon_knn_20f_d
135,0.876401,anon,knn,20f,anon_knn_20f_d
136,1.118467,anon,knn,10f,anon_knn_10f_d
137,1.038877,anon,knn,10f,anon_knn_10f_d
138,1.088681,anon,knn,10f,anon_knn_10f_d
139,1.554561,anon,knn,15f,anon_knn_15f_d
140,1.855952,anon,knn,15f,anon_knn_15f_d
141,1.586482,anon,knn,15f,anon_knn_15f_d
142,1.817867,anon,knn,20f,anon_knn_20f_d
143,2.306575,anon,knn,20f,anon_knn_20f_d
144,1.845332,anon,knn,20f,anon_knn_20f_d
145,0.176085,anon,knn,10f,anon_knn_10f_d
146,0.179565,anon,knn,10f,anon_knn_10f_d
147,0.2010489999999999,anon,knn,10f,anon_knn_10f_d
148,0.259276,anon,knn,15f,anon_knn_15f_d
149,0.179748,anon,knn,15f,anon_knn_15f_d
150,0.184997,anon,knn,15f,anon_knn_15f_d
151,0.235168,anon,knn,20f,anon_knn_20f_d
152,0.2047719999999999,anon,knn,20f,anon_knn_20f_d
153,0.212951,anon,knn,20f,anon_knn_20f_d
154,0.357116,anon,knn,10f,anon_knn_10f_d
155,0.407835,anon,knn,10f,anon_knn_10f_d
156,0.3806759999999999,anon,knn,10f,anon_knn_10f_d
157,0.770749,anon,knn,15f,anon_knn_15f_d
158,0.761289,anon,knn,15f,anon_knn_15f_d
159,0.7640359999999999,anon,knn,15f,anon_knn_15f_d
160,0.876402,anon,knn,20f,anon_knn_20f_d
161,0.879637,anon,knn,20f,anon_knn_20f_d
162,0.8868389999999999,anon,knn,20f,anon_knn_20f_d
163,0.648192,orig,knn,10f,orig_knn_10f_d
164,0.646482,orig,knn,10f,orig_knn_10f_d
165,0.648802,orig,knn,10f,orig_knn_10f_d
166,0.8789659999999999,orig,knn,15f,orig_knn_15f_d
167,0.8172579999999999,orig,knn,15f,orig_knn_15f_d
168,0.8860439999999999,orig,knn,15f,orig_knn_15f_d
169,0.978329,orig,knn,20f,orig_knn_20f_d
170,1.258175,orig,knn,20f,orig_knn_20f_d
171,1.050168,orig,knn,20f,orig_knn_20f_d
172,0.200622,orig,knn,10f,orig_knn_10f_d
173,0.154175,orig,knn,10f,orig_knn_10f_d
174,0.142639,orig,knn,10f,orig_knn_10f_d
175,0.177062,orig,knn,15f,orig_knn_15f_d
176,0.174011,orig,knn,15f,orig_knn_15f_d
177,0.177733,orig,knn,15f,orig_knn_15f_d
178,0.2363269999999999,orig,knn,20f,orig_knn_20f_d
179,0.2102649999999999,orig,knn,20f,orig_knn_20f_d
180,0.2108749999999999,orig,knn,20f,orig_knn_20f_d
181,0.341918,orig,knn,10f,orig_knn_10f_d
182,0.349303,orig,knn,10f,orig_knn_10f_d
183,0.333983,orig,knn,10f,orig_knn_10f_d
184,0.4674069999999999,orig,knn,15f,orig_knn_15f_d
185,0.412047,orig,knn,15f,orig_knn_15f_d
186,0.411193,orig,knn,15f,orig_knn_15f_d
187,0.5399769999999999,orig,knn,20f,orig_knn_20f_d
188,0.471862,orig,knn,20f,orig_knn_20f_d
189,0.529724,orig,knn,20f,orig_knn_20f_d
190,0.586241,orig,knn,10f,orig_knn_10f_d
191,0.590513,orig,knn,10f,orig_knn_10f_d
192,0.5590189999999999,orig,knn,10f,orig_knn_10f_d
193,0.8186019999999999,orig,knn,15f,orig_knn_15f_d
194,0.7593369999999999,orig,knn,15f,orig_knn_15f_d
195,0.803831,orig,knn,15f,orig_knn_15f_d
196,0.996091,orig,knn,20f,orig_knn_20f_d
197,1.025816,orig,knn,20f,orig_knn_20f_d
198,1.058346,orig,knn,20f,orig_knn_20f_d
199,0.153992,orig,knn,10f,orig_knn_10f_d
200,0.1206059999999999,orig,knn,10f,orig_knn_10f_d
201,0.121582,orig,knn,10f,orig_knn_10f_d
202,1.068479,orig,knn,15f,orig_knn_15f_d
203,0.158447,orig,knn,15f,orig_knn_15f_d
204,0.155395,orig,knn,15f,orig_knn_15f_d
205,6.387312,orig,knn,20f,orig_knn_20f_d
206,0.216308,orig,knn,20f,orig_knn_20f_d
207,0.1410509999999999,orig,knn,20f,orig_knn_20f_d
208,0.3173209999999999,orig,knn,10f,orig_knn_10f_d
209,0.27954,orig,knn,10f,orig_knn_10f_d
210,0.333678,orig,knn,10f,orig_knn_10f_d
211,0.4068589999999999,orig,knn,15f,orig_knn_15f_d
212,0.413879,orig,knn,15f,orig_knn_15f_d
213,0.355164,orig,knn,15f,orig_knn_15f_d
214,0.515135,orig,knn,20f,orig_knn_20f_d
215,0.469726,orig,knn,20f,orig_knn_20f_d
216,0.533752,orig,knn,20f,orig_knn_20f_d
217,0.940976,anon,knn,10f,anon_knn_10f_s
218,0.904722,anon,knn,10f,anon_knn_10f_s
219,0.935666,anon,knn,10f,anon_knn_10f_s
220,1.510861,anon,knn,15f,anon_knn_15f_s
221,1.411556,anon,knn,15f,anon_knn_15f_s
222,1.3406939999999998,anon,knn,15f,anon_knn_15f_s
223,1.909297,anon,knn,20f,anon_knn_20f_s
224,1.921808,anon,knn,20f,anon_knn_20f_s
225,1.792171,anon,knn,20f,anon_knn_20f_s
226,0.143554,anon,knn,10f,anon_knn_10f_s
227,0.179259,anon,knn,10f,anon_knn_10f_s
228,0.153992,anon,knn,10f,anon_knn_10f_s
229,0.177124,anon,knn,15f,anon_knn_15f_s
230,0.1774889999999999,anon,knn,15f,anon_knn_15f_s
231,0.174376,anon,knn,15f,anon_knn_15f_s
232,0.2316889999999999,anon,knn,20f,anon_knn_20f_s
233,0.213133,anon,knn,20f,anon_knn_20f_s
234,0.234619,anon,knn,20f,anon_knn_20f_s
235,0.467589,anon,knn,10f,anon_knn_10f_s
236,0.464964,anon,knn,10f,anon_knn_10f_s
237,0.432799,anon,knn,10f,anon_knn_10f_s
238,0.6419039999999999,anon,knn,15f,anon_knn_15f_s
239,0.6447729999999999,anon,knn,15f,anon_knn_15f_s
240,0.606688,anon,knn,15f,anon_knn_15f_s
241,0.815245,anon,knn,20f,anon_knn_20f_s
242,0.8693219999999999,anon,knn,20f,anon_knn_20f_s
243,0.8744489999999999,anon,knn,20f,anon_knn_20f_s
244,0.94525,anon,knn,10f,anon_knn_10f_s
245,0.942625,anon,knn,10f,anon_knn_10f_s
246,0.900327,anon,knn,10f,anon_knn_10f_s
247,1.383481,anon,knn,15f,anon_knn_15f_s
248,1.3679169999999998,anon,knn,15f,anon_knn_15f_s
249,1.371579,anon,knn,15f,anon_knn_15f_s
250,1.745053,anon,knn,20f,anon_knn_20f_s
251,1.821468,anon,knn,20f,anon_knn_20f_s
252,1.758967,anon,knn,20f,anon_knn_20f_s
253,0.156127,anon,knn,10f,anon_knn_10f_s
254,0.1109609999999999,anon,knn,10f,anon_knn_10f_s
255,0.2362669999999999,anon,knn,10f,anon_knn_10f_s
256,0.173889,anon,knn,15f,anon_knn_15f_s
257,0.179809,anon,knn,15f,anon_knn_15f_s
258,0.174926,anon,knn,15f,anon_knn_15f_s
259,0.175109,anon,knn,20f,anon_knn_20f_s
260,0.204345,anon,knn,20f,anon_knn_20f_s
261,0.236511,anon,knn,20f,anon_knn_20f_s
262,0.411925,anon,knn,10f,anon_knn_10f_s
263,0.4443959999999999,anon,knn,10f,anon_knn_10f_s
264,0.4450059999999999,anon,knn,10f,anon_knn_10f_s
265,0.7117899999999999,anon,knn,15f,anon_knn_15f_s
266,0.670408,anon,knn,15f,anon_knn_15f_s
267,0.644164,anon,knn,15f,anon_knn_15f_s
268,0.882749,anon,knn,20f,anon_knn_20f_s
269,0.868711,anon,knn,20f,anon_knn_20f_s
270,0.868528,anon,knn,20f,anon_knn_20f_s
271,1.003966,orig,knn,10f,orig_knn_10f_s
272,0.965269,orig,knn,10f,orig_knn_10f_s
273,0.966368,orig,knn,10f,orig_knn_10f_s
274,1.468197,orig,knn,15f,orig_knn_15f_s
275,1.472226,orig,knn,15f,orig_knn_15f_s
276,1.392819,orig,knn,15f,orig_knn_15f_s
277,1.804194,orig,knn,20f,orig_knn_20f_s
278,1.74554,orig,knn,20f,orig_knn_20f_s
279,1.834529,orig,knn,20f,orig_knn_20f_s
280,0.172728,orig,knn,10f,orig_knn_10f_s
281,0.1992789999999999,orig,knn,10f,orig_knn_10f_s
282,0.176391,orig,knn,10f,orig_knn_10f_s
283,0.209106,orig,knn,15f,orig_knn_15f_s
284,0.175292,orig,knn,15f,orig_knn_15f_s
285,0.173462,orig,knn,15f,orig_knn_15f_s
286,0.267212,orig,knn,20f,orig_knn_20f_s
287,0.2247299999999999,orig,knn,20f,orig_knn_20f_s
288,0.2308349999999999,orig,knn,20f,orig_knn_20f_s
289,0.526489,orig,knn,10f,orig_knn_10f_s
290,0.4642329999999999,orig,knn,10f,orig_knn_10f_s
291,0.4680769999999999,orig,knn,10f,orig_knn_10f_s
292,0.701048,orig,knn,15f,orig_knn_15f_s
293,0.645323,orig,knn,15f,orig_knn_15f_s
294,0.6422709999999999,orig,knn,15f,orig_knn_15f_s
295,0.916014,orig,knn,20f,orig_knn_20f_s
296,0.896482,orig,knn,20f,orig_knn_20f_s
297,0.928343,orig,knn,20f,orig_knn_20f_s
298,0.944945,orig,knn,10f,orig_knn_10f_s
299,0.987364,orig,knn,10f,orig_knn_10f_s
300,0.980954,orig,knn,10f,orig_knn_10f_s
301,1.612422,orig,knn,15f,orig_knn_15f_s
302,1.418515,orig,knn,15f,orig_knn_15f_s
303,1.31976,orig,knn,15f,orig_knn_15f_s
304,1.804621,orig,knn,20f,orig_knn_20f_s
305,1.776728,orig,knn,20f,orig_knn_20f_s
306,1.805598,orig,knn,20f,orig_knn_20f_s
307,0.173157,orig,knn,10f,orig_knn_10f_s
308,0.152221,orig,knn,10f,orig_knn_10f_s
309,0.177124,orig,knn,10f,orig_knn_10f_s
310,0.174255,orig,knn,15f,orig_knn_15f_s
311,0.174622,orig,knn,15f,orig_knn_15f_s
312,0.174011,orig,knn,15f,orig_knn_15f_s
313,0.165405,orig,knn,20f,orig_knn_20f_s
314,0.2004999999999999,orig,knn,20f,orig_knn_20f_s
315,0.1753529999999999,orig,knn,20f,orig_knn_20f_s
316,0.460937,orig,knn,10f,orig_knn_10f_s
317,0.462096,orig,knn,10f,orig_knn_10f_s
318,0.467284,orig,knn,10f,orig_knn_10f_s
319,0.698484,orig,knn,15f,orig_knn_15f_s
320,0.648497,orig,knn,15f,orig_knn_15f_s
321,0.643247,orig,knn,15f,orig_knn_15f_s
322,0.902037,orig,knn,20f,orig_knn_20f_s
323,0.942015,orig,knn,20f,orig_knn_20f_s
324,0.8696879999999999,orig,knn,20f,orig_knn_20f_s
